Bus Name,Addr 1,Addr 2,"City, State Zip",Dist,Map
ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SUITE EC101,"SAYRE, PA 18840",61 miles,Map
"WALGREEN EASTERN CO., INC.",4751 ONONDAGA BLVD,,"SYRACUSE, NY 13219",69 miles,Map
CHURCH & SCOTT,5396 STATE HIGHWAY 28,,"COOPERSTOWN, NY 13326",62 miles,Map
"CVS ALBANY, L.L.C.",95 BEAVER ST,,"COOPERSTOWN, NY 13326",62 miles,Map
THE MARY IMOGENE BASSETT HOSP,1 ATWELL RD,OUTPATIENT PHARMACY,"COOPERSTOWN, NY 13326",63 miles,Map
STANWOOD PHARMACY INC,18 KELLOGG RD,,"NEW HARTFORD, NY 13413",71 miles,Map
ECKERD CORPORATION,46 KELLOGG ROAD,,"NEW HARTFORD, NY 13413",71 miles,Map
"WALGREEN EASTERN CO., INC.",49 KELLOGG RD,,"NEW HARTFORD, NY 13413",71 miles,Map
ECKERD CORPORATION,4854 COMMERCIAL DRIVE,,"NEW HARTFORD, NY 13413",72 miles,Map
"KPH HEALTHCARE SERVICES, INC.",4202 WEST GENESEE STREET,C/O PHARMACY,"SYRACUSE, NY 13219",72 miles,Map
ECKERD CORPORATION,5335 WEST GENESEE ST STE 20,,"CAMILLUS, NY 13031",72 miles,Map
VINCE'S PHARMACY OF CAMILLUS,240 TOWNSHIP BLVD STE 30,,"CAMILLUS, NY 13031",73 miles,Map
RIVERSIDE REMEDIES RX CORP.,39 LOWER MAIN ST,P.O. BOX 275,"CALLICOON, NY 12723",69 miles,Map
REFRESH PHARMACY,5700 W GENESEE ST STE 106,,"CAMILLUS, NY 13031",73 miles,Map
"KPH HEALTHCARE SERVICES, INC.",10 MAIN STEET,,"RICHFIELD SPRINGS, NY 13439",68 miles,Map
"ROBERT PACKER HOSPITAL, TOWANDA CAMPUS",91 HOSPITAL DRIVE,,"TOWANDA, PA 18848",69 miles,Map
"KPH HEALTHCARE SERVICES, INC.",23 FENNEL STREET,,"SKANEATELES, NY 13152",71 miles,Map
"CVS ALBANY, L.L.C.",27 FENNELL ST.,,"SKANEATELES, NY 13152",71 miles,Map
"PENNSYLVANIA CVS PHARMACY, L.L.C.",110 REUTER BLVD,,"TOWANDA, PA 18848",71 miles,Map
"KPH HEALTHCARE SERVICES, INC.",1057 RT. 5 EAST,,"ELBRIDGE, NY 13060",76 miles,Map
"KPH HEALTHCARE SERVICES, INC.",40 FIRST STREET,,"ILION, NY 13357",76 miles,Map
SCRIPTS PLUS INC,10 CENTRAL AVE,,"ILION, NY 13357",76 miles,Map
"KPH HEALTHCARE SERVICES, INC.",62 OWASCO STREET,,"AUBURN, NY 13021",76 miles,Map
"WALGREEN EASTERN CO., INC.",150 GRANT AVENUE,,"AUBURN, NY 13021",76 miles,Map
ECKERD CORPORATION,153 GRANT AVENUE,,"AUBURN, NY 13021",76 miles,Map
WAL-MART PHARMACY 10-1830,297 GRANT AVE,,"AUBURN, NY 13021",77 miles,Map
RX CITY PHARMACY INC,161 GENESEE ST STE 105,,"AUBURN, NY 13021",76 miles,Map
TOPS MARKETS,352 GENESEE STREET,,"AUBURN, NY 13021",77 miles,Map
"KPH HEALTHCARE SERVICES, INC.",187 STATE STREET,,"AUBURN, NY 13021",77 miles,Map
HERBST PHARMACY INC,1 CHURCH ST,,"PORT BYRON, NY 13140",86 miles,Map
"CVS ALBANY, L.L.C.",625 E. MAIN ST.,,"LITTLE FALLS, NY 13365",86 miles,Map
"KPH HEALTHCARE SERVICES, INC.",530 ALBANY ST,,"LITTLE FALLS, NY 13365",86 miles,
ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK ST,PO BOX 277,"ELIZABETHTOWN, NY 12932",10 miles,Map
"KPH HEALTHCARE SERVICES, INC.",7550 COURT STREET,,"ELIZABETHTOWN, NY 12932",11 miles,Map
KEESEVILLE PHARMACY INC,1730 FRONT ST,,"KEESEVILLE, NY 12944",18 miles,Map
"KPH HEALTHCARE SERVICES, INC.",3 GORMAN WAY,,"PERU, NY 12972",23 miles,Map
ADIRONDACK APOTHECARY LLC,4315 MAIN ST,,"PORT HENRY, NY 12974",26 miles,Map
"WALGREEN EASTERN CO., INC.",30 SHELBURNE SHOPPING PARK,,"SHELBURNE, VT 05482",24 miles,Map
"KPH HEALTHCARE SERVICES, INC.",1588 MILITARY TURNPIKE,C/O PHARMACY,"PLATTSBURGH, NY 12901",34 miles,Map
"KPH HEALTHCARE SERVICES, INC.",47 EXECUTIVE DRIVE,,"SHELBURNE, VT 05482",25 miles,Map
"KPH HEALTHCARE SERVICES, INC.",1954 SARANAC AVENUE,,"LAKE PLACID, NY 12946",28 miles,Map
GOLUB CORPORATION,19 CENTRE DRIVE,,"PLATTSBURGH, NY 12901",34 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",7 PYRAMID DRIVE,,"PLATTSBURGH, NY 12901",35 miles,Map
"KPH HEALTHCARE SERVICES, INC.",10212 ROUTE 116,,"HINESBURG, VT 05461",30 miles,Map
"KPH HEALTHCARE SERVICES, INC.",288 CORNELIA STREET,,"PLATTSBURGH, NY 12901",35 miles,Map
"KPH HEALTHCARE SERVICES, INC.",C/O PHARMACY,112 NEW YORK RD,"PLATTSBURGH, NY 12901",33 miles,Map
"KPH HEALTHCARE SERVICES, INC.",115B MONKTON ROAD,,"VERGENNES, VT 05491",26 miles,Map
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,75 BEEKMAN STREET,,"PLATTSBURGH, NY 12901",35 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",935 SHELBURNE ROAD,,"SOUTH BURLINGTON, VT 05403",26 miles,Map
THE GOLUB CORPORATION,BURLINGTON SHOPPING CENTER,595 SHELBURNE RD,"BURLINGTON, VT 05401",27 miles,Map
"CONDO PHARMACY, INC",28 MONTCALM AVE,,"PLATTSBURGH, NY 12901",35 miles,Map
SHAWS SUPERMARKETS INC,570 SHELBURNE RD,,"BURLINGTON, VT 05401",27 miles,Map
"WALGREEN EASTERN CO., INC.",514 FARRELL ST.,,"BURLINGTON, VT 05401",27 miles,Map
"KPH HEALTHCARE SERVICES, INC.",308 SHELBURNE ROAD,,"BURLINGTON, VT 05401",27 miles,Map
"KPH HEALTHCARE SERVICES, INC.",6 VETERANS LANE,,"PLATTSBURGH, NY 12901",36 miles,Map
VERMONT FAMILY PHARMACY INC,1219 NORTH AVE,,"BURLINGTON, VT 05408",27 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",1127 NORTH AVENUE SUITE 11,,"BURLINGTON, VT 05408",27 miles,Map
"WALGREEN EASTERN CO., INC.",1024 NORTH AVE,,"BURLINGTON, VT 05408",27 miles,Map
"VERMONT CVS PHARMACY, L.L.C.",35 CHURCH ST,,"BURLINGTON, VT 05401",28 miles,Map
"WALGREEN EASTERN CO., INC.",158 CHERRY ST,,"BURLINGTON, VT 05401",28 miles,Map
UNIVERSITY OF VERMONT MEDICAL CENTER,1 S PROSPECT ST,,"BURLINGTON, VT 05401",28 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC","217 DORSET STREET, UNIVERSITY MALL",,"SOUTH BURLINGTON, VT 05403",29 miles,Map
UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVE,,"BURLINGTON, VT 05401",29 miles,Map
"VERMONT CVS PHARMACY, L.L.C.",1 DORSET STREET,,"SOUTH BURLINGTON, VT 05403",29 miles,Map
ELIZABETHTOWN COMMUNITY HOSPITAL,101 ADIRONDACK DRIVE,TICONDEROGA CAMPUS,"TICONDEROGA, NY 12883",42 miles,Map
"WALGREEN EASTERN CO., INC.",1184 PRIM RD,SUITE 2,"COLCHESTER, VT 05446",29 miles,Map
"WALGREEN EASTERN CO., INC.",39 HINESBURG RD,,"SOUTH BURLINGTON, VT 05403",29 miles,Map
"KPH HEALTHCARE SERVICES, INC.",1653 WILLISTON ROAD,,"SOUTH BURLINGTON, VT 05403",30 miles,Map
"KPH HEALTHCARE SERVICES, INC.",277 BROADWAY ST.,,"SARANAC LAKE, NY 12983",36 miles,Map
"WALGREEN EASTERN CO., INC.",321 MAIN ST,,"WINOOSKI, VT 05404",30 miles,Map
WAL-MART PHARMACY 10-2224,863 HARVEST LANE,,"WILLISTON, VT 05495",32 miles,Map
ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,P.O. BOX 471,"SARANAC LAKE, NY 12983",36 miles,Map
"VERMONT CVS PHARMACY, L.L.C.",69 MOUNTIAN VIEW DRIVE,,"COLCHESTER, VT 05446",31 miles,Map
SHAWS SUPERMARKETS INC,66 MOUNTAIN VIEW DR,,"COLCHESTER, VT 05446",31 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",78 MARSHALL AVE,,"WILLISTON, VT 05495",32 miles,Map
"VERMONT CVS PHARMACY, L.L.C.",49 WRIGHT AVE,,"WILLISTON, VT 05495",32 miles,Map
SHAWS SUPERMARKETS INC,71 BOXWOOD ST,,"WILLISTON, VT 05495",32 miles,Map
UNIVERSITY OF VERMONT MEDICAL CENTER,792 COLLEGE PKWY STE 103,,"COLCHESTER, VT 05446",31 miles,Map
"WALGREEN EASTERN CO., INC.",9 SUSIE WILSON RD,,"ESSEX JUNCTION, VT 05452",33 miles,Map
"KPH HEALTHCARE SERVICES, INC.",82 PEARL STREET,,"ESSEX JUNCTION, VT 05452",33 miles,Map
ADIRONDACK APOTHECARY,1081 MAIN STREET US RT.9,P.O. BOX 458,"SCHROON LAKE, NY 12870",44 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",21-A ESSEX WAY,,"ESSEX JUNCTION, VT 05452",36 miles,Map
"VERMONT CVS PHARMACY, L.L.C.",7 ESSEX WAY,,"ESSEX, VT 05452",36 miles,Map
"WALGREEN EASTERN CO., INC.",1 PRINCE LN,,"BRISTOL, VT 05443",37 miles,Map
PRICE CHOPPER OPER CO OF VT,90 CENTER ROAD,,"ESSEX JUNCTION, VT 05452",37 miles,Map
"KPH HEALTHCARE SERVICES, INC.",40 COURT STREET,,"MIDDLEBURY, VT 05753",39 miles,Map
PORTER HOSPITAL,C/O DIRECTOR OF PHARMACY,115 PORTER DRIVE,"MIDDLEBURY, VT 05753",39 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC","260 COURT ST, UNIT 6",,"MIDDLEBURY, VT 05753",40 miles,Map
"WALGREEN EASTERN CO., INC.",263 COURT ST,,"MIDDLEBURY, VT 05753",40 miles,Map
"KPH HEALTHCARE SERVICES, INC.",3 CENTRE DRIVE,,"MILTON, VT 05468",40 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",259 US ROUTE 7 SOUTH,,"MILTON, VT 05468",40 miles,Map
"WALGREEN EASTERN CO., INC.",201 US ROUTE 7 SOUTH,,"MILTON, VT 05468",40 miles,Map
"KPH HEALTHCARE SERVICES, INC.",868 STATE RTE. 11,P.O. BOX 3131,"CHAMPLAIN, NY 12919",60 miles,Map
"KPH HEALTHCARE SERVICES, INC.",80 S MAIN STREET,,"WATERBURY, VT 05676",53 miles,Map
SHAWS SUPERMARKETS INC,820 WATERBURY STOWE RD,,"WATERBURY, VT 05676",54 miles,Map
CORNERSTONE DRUG & GIFT INC,72 CHAMPLAIN ST,,"ROUSES POINT, NY 12979",61 miles,Map
"RICHFORD HEALTH CENTER, INC.",997 MAIN ST,,"FAIRFAX, VT 05454",48 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",290 HIGHGATE COMMONS ROAD,,"ST ALBANS, VT 05478",53 miles,Map
"KPH HEALTHCARE SERVICES, INC.",94 DEMARS BLVD.,,"TUPPER LAKE, NY 12986",57 miles,Map
"WALGREEN EASTERN CO., INC.",133 N MAIN ST,SUITE 23,"SAINT ALBANS, VT 05478",55 miles,Map
"NORTHWESTERN MEDICAL CTR, INC",133 FAIRFIELD ST,,"SAINT ALBANS, VT 05478",55 miles,Map
"RICHFORD HEALTH CENTER, INC.",3 CREST RD,,"SAINT ALBANS, VT 05478",55 miles,Map
PRICE CHOPPER OPERATING CO OF VERMONT INC,170 SWANTON ROAD,PO BOX 434,"ST ALBANS, VT 05478",56 miles,Map
"KPH HEALTHCARE SERVICES, INC.",164 SWANTON ROAD,,"ST ALBANS, VT 05478",56 miles,Map
"WALGREEN EASTERN CO., INC.",1 UNION ST.,,"BRANDON, VT 05733",57 miles,Map
WALMART PHARMACY 10-2332,700 TUCKERS WAY,,"SAINT ALBANS, VT 05478",57 miles,Map
"WALGREEN EASTERN CO., INC.",621 ROUTE 22A N,,"FAIR HAVEN, VT 05743",68 miles,Map
SWANTON REXALL,13 YORK ST,,"SWANTON, VT 05488",61 miles,Map
"KPH HEALTHCARE SERVICES, INC.",69 MAIN STREET,,"MONTPELIER, VT 05602",65 miles,Map
"WALGREEN EASTERN CO., INC.",29 MAIN ST,SUITE 31,"MONTPELIER, VT 05602",65 miles,Map
"KPH HEALTHCARE SERVICES, INC.",3400 STATE ST ROUTE 11,,"MALONE, NY 12953",57 miles,Map
"KPH HEALTHCARE SERVICES, INC.",34 ROUTE 30 NORTH,,"BOMOSEEN, VT 05732",68 miles,Map
SHAWS SUPERMARKETS INC,160 PAINE TPKE N,,"BERLIN, VT 05602",66 miles,Map
"VERMONT CVS PHARMACY, L.L.C.",13 VERMONT 15 EAST,,"MORRISVILLE, VT 05661",64 miles,Map
COPLEY HOSPITAL,528 WASHINGTON HWY,RR 3 BOX 760,"MORRISVILLE, VT 05661",67 miles,Map
"KPH HEALTHCARE SERVICES, INC.",485 EAST MAIN STREET,,"MALONE, NY 12953",66 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",80 FAIRGROUNDS PLZ,,"MORRISVILLE, VT 05661",67 miles,Map
"KPH HEALTHCARE SERVICES, INC.",97 MORRISVILLE PLAZA,PO BOX 979,"MORRISVILLE, VT 05661",67 miles,Map
ALICE HYDE MEDICAL CENTER,133 PARK ST,,"MALONE, NY 12953",66 miles,Map
"KINNECT HEALTHCARE SERVICES, INC.",31 6TH ST,SUITE 101,"MALONE, NY 12953",66 miles,Map
"MAXI GREEN, INC.",12 NORTH MAIN STREET,,"RANDOLPH, VT 05060",69 miles,Map
"WALGREEN EASTERN CO., INC.",10 WOODSTOCK AVE,,"RUTLAND, VT 05701",75 miles,Map
GIFFORD MEMORIAL HOSPITAL INC,44 S MAIN ST,,"RANDOLPH, VT 05060",69 miles,Map
"VERMONT CVS PHARMACY, L.L.C.",31 S MAIN ST,,"RUTLAND, VT 05701",75 miles,Map
"KPH HEALTHCARE SERVICES, INC.",151 VT ROUTE 12 S,,"RANDOLPH, VT 05060",70 miles,Map
WAL-MART PHARMACY 10-2530,90 SHOPPING PLAZA,,"RUTLAND, VT 05701",75 miles,Map
THE GOLUB CORPORATION,234 RUTLAND SHOPPING PLAZA,,"RUTLAND, VT 05701",75 miles,Map
HIGH MOUNTAIN CORPORATION,75 ALLEN ST,,"RUTLAND, VT 05701",76 miles,Map
RUTLAND REGIONAL MEDICAL CTR,160 ALLEN ST,PHARMACY DEPARTMENT,"RUTLAND, VT 05701",77 miles,Map
"WALGREEN EASTERN CO., INC.",221 MAIN ST,,"ENOSBURG FALLS, VT 05450",72 miles,Map
RICHFORD HEALTH CENTER INC,44 MAIN ST STE 201,,"RICHFORD, VT 05476",84 miles,
"RITE AID OF NEW YORK, INC.",1000 NORTH CLINTON AVENUE,,"ROCHESTER, NY 14621",1 miles,Map
"WALGREEN EASTERN CO., INC.",792 W MAIN ST,,"ROCHESTER, NY 14611",1 miles,Map
PARK RIDGE APOTHECARY INC,GENESEE CAMPUS APOTHECARY,89 GENESEE ST,"ROCHESTER, NY 14611",2 miles,Map
"TRILLIUM HEALTH, INC.",259 MONROE AVE,FL 1,"ROCHESTER, NY 14607",2 miles,Map
"TRILLIUM HEALTH, INC.",259 MONROE AVE,LOWER LEVEL,"ROCHESTER, NY 14607",2 miles,Map
"WALGREEN EASTERN CO., INC.",1490 LAKE AVE,,"ROCHESTER, NY 14615",3 miles,Map
"RITE AID OF NEW YORK, INC.",535 PORTLAND AVENUE,,"ROCHESTER, NY 14621",2 miles,Map
HIGHLAND HOSPITAL OF ROCHESTER,1000 SOUTH AVE,1ST FLOOR,"ROCHESTER, NY 14620",3 miles,Map
"CVS ALBANY, L.L.C.",1431 MT HOPE AVE,,"ROCHESTER, NY 14620",4 miles,Map
MEDICAL ADMIN ASSOC INC,777 CLINTON AVE S,,"ROCHESTER, NY 14620",2 miles,Map
STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVENUE BOX 638,OUTPATIENT PHARMACY,"ROCHESTER, NY 14642",4 miles,Map
"WALGREEN EASTERN CO., INC",565 MONROE AVE,,"ROCHESTER, NY 14607",2 miles,Map
"TRILLIUM HEALTH, INC.",170 SCIENCE PKWY,,"ROCHESTER, NY 14620",4 miles,Map
"WALGREEN EASTERN CO., INC.",720 E. RIDGE RD,,"ROCHESTER, NY 14621",3 miles,Map
PORTLAND PHARMACY INC,1295 PORTLAND AVE STE 2,,"ROCHESTER, NY 14621",3 miles,Map
ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVE BLDG 1,,"ROCHESTER, NY 14621",3 miles,Map
ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVE,,"ROCHESTER, NY 14621",3 miles,Map
TOPS MARKETS,999 EAST RIDGE ROAD,,"ROCHESTER, NY 14621",4 miles,Map
"WALGREEN EASTERN CO., INC.",1650 ELMWOOD AVENUE,,"ROCHESTER, NY 14620",4 miles,Map
"IRONDEQUOIT PHARMACY, LLC",545 TITUS AVE,,"ROCHESTER, NY 14617",4 miles,Map
"RITE AID OF NEW YORK, INC.",605 TITUS AVENUE,,"ROCHESTER, NY 14617",4 miles,Map
"WALGREEN EASTERN CO., INC.",1433 CULVER RD,,"ROCHESTER, NY 14609",4 miles,Map
ECKERD CORPORATION,1792 NORTH GOODMAN STREET,,"ROCHESTER, NY 14609",4 miles,Map
STRONG MEMORIAL HOSPITAL-UNIV OF ROCHESTER,2613 W HENRIETTA RD,,"ROCHESTER, NY 14623",6 miles,Map
ROCHESTER GENERAL HOSPITAL,1455 E RIDGE RD,,"ROCHESTER, NY 14621",4 miles,Map
STRONG MEMORIAL HOSPITAL,5901 LAC DE VILLE BLVD,,"ROCHESTER, NY 14618",5 miles,Map
"CVS ALBANY, L.L.C.",185 NORTH WINTON ROAD,,"ROCHESTER, NY 14610",5 miles,Map
WAL-MART PHARMACY 10-1619,PHARMACY DEPT,,"ROCHESTER, NY 14623",7 miles,Map
"CVS ALBANY, L.L.C.",525 SPENCERPORT RD,GATES SHOPPING PLZ,"ROCHESTER, NY 14606",6 miles,Map
"WALGREEN EASTERN CO., INC.",1829 CHILI AVE,,"ROCHESTER, NY 14624",5 miles,Map
TOPS MARKETS,3507 MT. READ BLVD,,"GREECE, NY 14616",6 miles,Map
"CVS ALBANY, L.L.C.",2100 MONROE AVENUE,,"ROCHESTER, NY 14618",5 miles,Map
"WALGREEN EASTERN CO., INC.",2100 RIDGE RD E,,"IRONDEQUOIT, NY 14622",5 miles,Map
"CVS ALBANY, L.L.C.",2580 EAST HENRIETTA ROAD,,"ROCHESTER, NY 14623",9 miles,Map
TOPS MARKETS,2345 BUFFALO RD,,"GATES, NY 14624",6 miles,Map
PARK RIDGE APOTHECARY,1561 LONG POND RD STE 104,,"ROCHESTER, NY 14626",6 miles,Map
"CVS ALBANY, L.L.C.",2709 CHILI AVENUE,,"ROCHESTER, NY 14624",7 miles,Map
ECKERD CORPORATION,1567 PENFIELD ROAD,,"ROCHESTER, NY 14625",8 miles,Map
"CVS ALBANY, L.L.C.",878 LONG POND ROAD,,"GREECE, NY 14612",8 miles,Map
"SPECIALTY RX NY, INC",311 E CHESTNUT ST,,"EAST ROCHESTER, NY 14445",10 miles,Map
"CVS ALBANY, L.L.C.",935 RIDGE ROAD,,"WEBSTER, NY 14580",11 miles,Map
OLDE CANAL PHARMACY INC,201 SCOTTSVILLE - W HENRIETTA RD STE 1,,"WEST HENRIETTA, NY 14586",13 miles,Map
"CVS ALBANY, L.L.C.",1304 FAIRPORT RD.,,"FAIRPORT, NY 14450",12 miles,Map
ECKERD CORPORATION,4374 BUFFALO ROAD,,"NORTH CHILI, NY 14514",13 miles,Map
ECKERD CORPORATION,6720 PITTSFORD-PALMYRA ROAD,,"FAIRPORT, NY 14450",14 miles,Map
"CVS ALBANY, L.L.C.",84 SOUTH AVE,,"HILTON, NY 14468",16 miles,Map
ROSENKRANS PHARMACY INC,32 MAIN ST,,"HILTON, NY 14468",16 miles,Map
TOPS MARKETS #428,2140 WALWORTH PENFIELD ROAD,,"WALWORTH, NY 14568",22 miles,Map
"CVS ALBANY, L.L.C.",6510 BROCKPORT-SPENCERPORT RD.,,"BROCKPORT, NY 14420",21 miles,Map
"CVS ALBANY, L.L.C.",277 E. MAIN ST.,,"AVON, NY 14414",24 miles,Map
STRONG MEMORIAL HOSPITAL - UNIVERSITY OF ROCHESTER,156 WEST AVE,,"BROCKPORT, NY 14420",22 miles,Map
MEAD SQUARE PHARMACY INC,53 WEST MAIN ST,,"VICTOR, NY 14564",21 miles,Map
"CVS ALBANY, L.L.C.",1215 ROUTE 31,,"MACEDON, NY 14502",22 miles,Map
TOPS MARKETS,6272 FURNACE RD,,"ONTARIO, NY 14519",23 miles,Map
LIVONIA-LAKEVILLE PHARMACY,5975 BIG TREE RD,P.O. BOX 414,"LAKEVILLE, NY 14480",30 miles,Map
TOPS MARKETS,1800 LAKE ROAD,,"HAMLIN, NY 14464",23 miles,Map
"CVS ALBANY, L.L.C.",1259 ROUTE 332,,"FARMINGTON, NY 14425",24 miles,Map
CDSRX LLC,3 GEDDES STREET EXT,,"HOLLEY, NY 14470",27 miles,Map
LUCAS MILLER INC,3 GEDDES STREET EXT,,"HOLLEY, NY 14470",27 miles,Map
"CVS ALBANY, L.L.C.",15 HONEOYE COMMONS,,"HONEOYE, NY 14471",34 miles,Map
"TOPS MARKETS, LLC",128 WEST MAIN STREET,,"LEROY, NY 14482",30 miles,Map
"RITE AID OF NEW YORK, INC.",151 W MAIN ST,,"LE ROY, NY 14482",30 miles,Map
ECKERD CORPORATION,539 NORTH MAIN STREET,,"CANANDAIGUA, NY 14424",32 miles,Map
THE FREDERICK FERRIS THOMPSON HOSPITAL,335 PARRISH ST STE 1500,,"CANANDAIGUA, NY 14424",34 miles,Map
VIAHEALTH OF WAYNE,1200 DRIVING PARK AVE,PO BOX 111,"NEWARK, NY 14513",35 miles,Map
"CVS ALBANY, L.L.C.",100 E. NAPLES ST.,,"WAYLAND, NY 14572",54 miles,Map
"CVS ALBANY, L.L.C.",34 W. MAIN ST.,,"SODUS, NY 14551",37 miles,Map
ECKERD CORPORATION,101 S. MAIN STREET,,"NEWARK, NY 14513",36 miles,Map
ECKERD CORPORATION,170 EASTERN BLVD.,,"CANANDAIGUA, NY 14424",35 miles,Map
"CVS ALBANY, L.L.C.",225 MAIN STREET,,"DANSVILLE, NY 14437",54 miles,Map
CLIFTON SPRINGS HOSPITAL & CLINIC,2 COULTER RD,PHARMACY DEPT,"CLIFTON SPRINGS, NY 14432",37 miles,Map
TOPS MARKETS LLC,35 FRANKLIN PLAZA,,"DANSVILLE, NY 14437",54 miles,Map
ECKERD CORPORATION,601 E. MAIN STREET,,"BATAVIA, NY 14020",39 miles,Map
"KPH HEALTHCARE SERVICES, INC.",20 FORGHAM ST,,"LYONS, NY 14489",42 miles,Map
DOBBINS DRUGS INC,52 WILLIAM ST,,"LYONS, NY 14489",42 miles,Map
"CASEY GROUP, LLC. THE",81 MAIN ST,,"BATAVIA, NY 14020",40 miles,Map
"CVS ALBANY, L.L.C.","259 WEST MAIN ST.,",,"BATAVIA, NY 14020",40 miles,Map
"TOPS MARKETS, LLC",390 WEST MAIN ST,,"BATAVIA, NY 14020",41 miles,Map
ECKERD CORPORATION,4155 WEST MAIN STREET,,"BATAVIA, NY 14020",41 miles,Map
PRESCRIPTION CENTER OF MEDINA LLC,142 E CENTER ST,,"MEDINA, NY 14103",50 miles,Map
NUNDA FAMILY PHARMACY LLC,12 NORTH STATE STREET,ATTN: SUPERVISING PHARMACIST,"NUNDA, NY 14517",54 miles,Map
"TOPS MARKETS, LLC",11200 MAPLE RIDGE RD,,"MEDINA, NY 14103",51 miles,Map
ROSENKRANS PHARMACY INC,526 MAIN ST,,"MEDINA, NY 14103",50 miles,Map
MEDINA MEMORIAL HOSPITAL INC,200 OHIO ST,PHARMACY DEPARTMENT,"MEDINA, NY 14103",51 miles,Map
MODEN-GIROUX INC,DBA/MIDDLEPORT FAMILY HEALTH C,81 ROCHESTER RD PO BOX 188,"MIDDLEPORT, NY 14105",57 miles,Map
ECKERD CORPORATION,420 HAMILTON STREET,,"GENEVA, NY 14456",49 miles,Map
J RUTOWSKI & SONS,75 N MAIN ST,,"WARSAW, NY 14569",51 miles,Map
"RITE AID OF NEW YORK, INC.",153 PROSPECT STREET,,"ATTICA, NY 14011",50 miles,Map
"ATTICA PHARMACY, INC.",2 MARKET ST.,,"ATTICA, NY 14011",51 miles,Map
ECKERD CORPORATION,12983 MAIN ROAD,,"AKRON, NY 14001",60 miles,Map
"RITE AID OF NEW YORK, INC.",138 ELM STREET,,"PENN YAN, NY 14527",58 miles,Map
"WATER STREET PHARMACY, INC.",126 MAIN ST,,"PENN YAN, NY 14527",58 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2085 ROUTE 5&20,,"SENECA FALLS, NY 13148",60 miles,Map
RUTOWSKI OF ALDEN INC,13203 BROADWAY ST,,"ALDEN, NY 14004",62 miles,Map
ECKERD CORPORATION,13090 BROADWAY ROAD,,"ALDEN, NY 14004",62 miles,Map
"TOPS MARKETS, LLC",12775 BROADWAY,,"ALDEN, NY 14004",63 miles,Map
WATER STREET PHARMACY INC,14 WATER ST,,"DUNDEE, NY 14837",71 miles,Map
"KPH HEALTHCARE SERVICES, INC.",7115 NORTH MAIN STREET,P.O. BOX 369,"OVID, NY 14521",68 miles,Map
"CVS ALBANY, L.L.C.",727 MAIN ST.,,"EAST AURORA, NY 14052",74 miles,Map
RUTOWSKI OF EAST AURORA INC,597 OAKWOOD AVE,,"EAST AURORA, NY 14052",74 miles,Map
TOPS MARKETS,658 W MAIN STREET,,"ARCADE, NY 14009",79 miles,Map
ECKERD CORPORATION,12208 N.Y. STATE ROUTE 16,P.O.BOX 617,"YORKSHIRE, NY 14173",80 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2100 TRUMANSBURG RD,,"TRUMANSBURG, NY 14886",86 miles,
"CVS ALBANY, L.L.C.",29 HAVENWOOD DR.,,"SHIRLEY, NY 11967",3 miles,Map
"CVS ALBANY, L.L.C.",107 SOUTH COUNTRY ROAD,,"BELLPORT, NY 11713",3 miles,Map
"GENOVESE DRUG STORES, INC.",803 MONTAUK HWY UNIT D,,"SHIRLEY, NY 11967",3 miles,Map
STOP & SHOP PHARMACY #2505,999 MONTAUK HIGHWAY,,"SHIRLEY, NY 11967",4 miles,Map
THE STOP & SHOP SUPER MARKET CO,700-30 PATCHOGUE YAPHANK ROAD,,"MEDFORD, NY 11763",4 miles,Map
"GENOVESE DRUG STORES, INC.",397 SUNRISE HIGHWAY,,"WEST PATCHOGUE, NY 11772",5 miles,Map
"CVS ALBANY, L.L.C.",503 E. MAIN ST.,,"PATCHOGUE, NY 11772",6 miles,Map
"PAAK PHARMACY, INC",689 MEDFORD AVE,,"PATCHOGUE, NY 11772",7 miles,Map
POPULAR PHARMACY INC,350-8 E MAIN ST,,"PATCHOGUE, NY 11772",7 miles,Map
